ORDERID,LINENUMBER,SUBLINENUMBER,EVENTTYPEID,COLUMN_NAME,VALUE_FILE1,VALUE_FILE2
BB-407377651A-407377652A-2572995,20240729,3097630074,BroadBand Closed,PONUMBER,13744922264,460173.0
BB-407377651A-407377652A-2572995,20240729,3097630074,BroadBand Closed,BILLTOADDRESS3,20240730001406.0,20240730000000
BB-407377651A-407377652A-2572995,20240729,3097630074,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407376981A-407376982A-8796172,20240729,65351161,BroadBand Closed,PONUMBER,13811278603,461127.0
BB-407376981A-407376982A-8796172,20240729,65351161,BroadBand Closed,BILLTOADDRESS3,20240730000707.0,20240730000000
BB-407376981A-407376982A-8796172,20240729,65351161,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407441951A-407441952A-71773366,20240730,3104927242,BroadBand Closed,PONUMBER,13811312258,464510.0
BB-407441951A-407441952A-71773366,20240730,3104927242,BroadBand Closed,BILLTOADDRESS3,20240730003142.0,20240730000000
BB-407441951A-407441952A-71773366,20240730,3104927242,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription with Existing Line,
BB-402901746A-402901751A-8873082,20240703,3097335232,BroadBand Closed,PONUMBER,13811257823,459041.0
BB-402901746A-402901751A-8873082,20240703,3097335232,BroadBand Closed,BILLTOADDRESS3,20240730134855.0,20240730000000
BB-404238102A-404238107A-8873082,20240711,3099545323,BroadBand Closed,PONUMBER,13811295979,462918.0
BB-404238102A-404238107A-8873082,20240711,3099545323,BroadBand Closed,BILLTOADDRESS3,20240730115539.0,20240730000000
BB-403258853A-403258856A-8873082,20240705,3097963335,BroadBand Closed,PONUMBER,13811239827,457285.0
BB-403258853A-403258856A-8873082,20240705,3097963335,BroadBand Closed,BILLTOADDRESS3,20240730224700.0,20240730000000
BB-404242003A-404242008A-8873082,20240711,3099557564,BroadBand Closed,PONUMBER,13811230309,456406.0
BB-404242003A-404242008A-8873082,20240711,3099557564,BroadBand Closed,BILLTOADDRESS3,20240730134846.0,20240730000000
BB-404575587A-404575591A-4436345,20240713,3100094608,BroadBand Closed,PONUMBER,13811276891,460957.0
BB-404575587A-404575591A-4436345,20240713,3100094608,BroadBand Closed,BILLTOADDRESS3,20240730174811.0,20240730000000
BB-404558465A-404558470A-8873082,20240716,3100050551,BroadBand Closed,PONUMBER,13811288537,462175.0
BB-404558465A-404558470A-8873082,20240716,3100050551,BroadBand Closed,BILLTOADDRESS3,20240730174825.0,20240730000000
BB-404582183A-404582186A-8873082,20240713,3100112530,BroadBand Closed,PONUMBER,13811313718,464677.0
BB-404582183A-404582186A-8873082,20240713,3100112530,BroadBand Closed,BILLTOADDRESS3,20240730174852.0,20240730000000
BB-404558465A-404558470A-4436345,20240716,3100050552,BroadBand Closed,PONUMBER,13811288537,462175.0
BB-404558465A-404558470A-4436345,20240716,3100050552,BroadBand Closed,BILLTOADDRESS3,20240730174825.0,20240730000000
BB-404873457A-404873460A-8873082,20240715,3100477531,BroadBand Closed,PONUMBER,13811247511,458052.0
BB-404873457A-404873460A-8873082,20240715,3100477531,BroadBand Closed,BILLTOADDRESS3,20240730084652.0,20240730000000
BB-405429117A-405429122A-8873082,20240718,3101501069,BroadBand Closed,PONUMBER,13811236845,456997.0
BB-405429117A-405429122A-8873082,20240718,3101501069,BroadBand Closed,BILLTOADDRESS3,20240730134858.0,20240730000000
BB-403939475A-403939480A-4436345,20240709,3099042723,BroadBand Closed,PONUMBER,13811247935,458104.0
BB-403939475A-403939480A-4436345,20240709,3099042723,BroadBand Closed,BILLTOADDRESS3,20240730174907.0,20240730000000
BB-406066889A-406066890A-18660931,20240722,3073614240,BroadBand Closed,PONUMBER,13811301943,463499.0
BB-406066889A-406066890A-18660931,20240722,3073614240,BroadBand Closed,BILLTOADDRESS3,20240730001242.0,20240730000000
BB-406066889A-406066890A-18660931,20240722,3073614240,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-404232801A-404232806A-8873082,20240711,3099527509,BroadBand Closed,PONUMBER,13811231178,456492.0
BB-404232801A-404232806A-8873082,20240711,3099527509,BroadBand Closed,BILLTOADDRESS3,20240730175757.0,20240730000000
BB-404238102A-404238107A-4436345,20240711,3099545780,BroadBand Closed,PONUMBER,13811295979,462918.0
BB-404238102A-404238107A-4436345,20240711,3099545780,BroadBand Closed,BILLTOADDRESS3,20240730115539.0,20240730000000
BB-405398700A-405398705A-4436345,20240718,3101434470,BroadBand Closed,PONUMBER,13811281078,461410.0
BB-405398700A-405398705A-4436345,20240718,3101434470,BroadBand Closed,BILLTOADDRESS3,20240730134915.0,20240730000000
BB-405665553A-405665556A-8873082,20240724,3101944079,BroadBand Closed,PONUMBER,13811266376,459918.0
BB-405665553A-405665556A-8873082,20240724,3101944079,BroadBand Closed,BILLTOADDRESS3,20240730135829.0,20240730000000
BB-405086634A-405086635A-8873082,20240716,3100868856,BroadBand Closed,PONUMBER,13811320371,465317.0
BB-405086634A-405086635A-8873082,20240716,3100868856,BroadBand Closed,BILLTOADDRESS3,20240730122810.0,20240730000000
BB-404390030A-404390031A-8873082,20240712,3099801088,BroadBand Closed,PONUMBER,13811254474,458741.0
BB-404390030A-404390031A-8873082,20240712,3099801088,BroadBand Closed,BILLTOADDRESS3,20240730174852.0,20240730000000
BB-404390030A-404390031A-4436345,20240712,3099801089,BroadBand Closed,PONUMBER,13811254474,458741.0
BB-404390030A-404390031A-4436345,20240712,3099801089,BroadBand Closed,BILLTOADDRESS3,20240730174852.0,20240730000000
BB-405763527A-405763530A-8873082,20240720,3102033133,BroadBand Closed,PONUMBER,13811280449,461344.0
BB-405763527A-405763530A-8873082,20240720,3102033133,BroadBand Closed,BILLTOADDRESS3,20240730122759.0,20240730000000
BB-405439218A-405439223A-4436345,20240720,3101520364,BroadBand Closed,PONUMBER,13811299535,463270.0
BB-405439218A-405439223A-4436345,20240720,3101520364,BroadBand Closed,BILLTOADDRESS3,20240730175759.0,20240730000000
BB-404435367A-404435372A-4436345,20240712,3099916249,BroadBand Closed,PONUMBER,13811276554,460915.0
BB-404435367A-404435372A-4436345,20240712,3099916249,BroadBand Closed,BILLTOADDRESS3,20240730115527.0,20240730000000
BB-407420376A-407420377A-4176325,20240729,3104861405,BroadBand Closed,PONUMBER,13811239174,457216.0
BB-407420376A-407420377A-4176325,20240729,3104861405,BroadBand Closed,BILLTOADDRESS3,20240730002639.0,20240730000000
BB-407420376A-407420377A-4176325,20240729,3104861405,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription with Existing Line,
BB-407437210A-407437211A-71964226,20240729,3097014012,BroadBand Closed,PONUMBER,13766423923,464313.0
BB-407437210A-407437211A-71964226,20240729,3097014012,BroadBand Closed,BILLTOADDRESS3,20240730002406.0,20240730000000
BB-407437210A-407437211A-71964226,20240729,3097014012,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407400728A-407400729A-4436345,20240729,3091082965,BroadBand Closed,PONUMBER,13672275822,456883.0
BB-407400728A-407400729A-4436345,20240729,3091082965,BroadBand Closed,BILLTOADDRESS3,20240730002327.0,20240730000000
BB-407400728A-407400729A-4436345,20240729,3091082965,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407400728A-407400729A-18655531,20240729,3091082974,BroadBand Closed,PONUMBER,13672275822,456883.0
BB-407400728A-407400729A-18655531,20240729,3091082974,BroadBand Closed,BILLTOADDRESS3,20240730002327.0,20240730000000
BB-407400728A-407400729A-18655531,20240729,3091082974,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407400920A-407400921A-9046602,20240729,2536303980,BroadBand Closed,PONUMBER,13811262407,459524.0
BB-407400920A-407400921A-9046602,20240729,2536303980,BroadBand Closed,BILLTOADDRESS3,20240730070831.0,20240730000000
BB-407400920A-407400921A-9046602,20240729,2536303980,BroadBand Closed,GENERICATTRIBUTE7,SNBB Recon (Main),
BB-407400920A-407400921A-17291351,20240729,3104817203,BroadBand Closed,PONUMBER,13811262407,459524.0
BB-407400920A-407400921A-17291351,20240729,3104817203,BroadBand Closed,BILLTOADDRESS3,20240730070831.0,20240730000000
BB-407400920A-407400921A-17291351,20240729,3104817203,BroadBand Closed,GENERICATTRIBUTE7,SNBB Recon (Main),
BB-407413939A-407413940A-2572995,20240729,3102036396,BroadBand Closed,PONUMBER,13802155441,32906.0
BB-407413939A-407413940A-2572995,20240729,3102036396,BroadBand Closed,BILLTOADDRESS3,20240730002751.0,20240730000000
BB-407413939A-407413940A-2572995,20240729,3102036396,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407413939A-407413940A-2573035,20240729,3102036397,BroadBand Closed,PONUMBER,13802155441,32906.0
BB-407413939A-407413940A-2573035,20240729,3102036397,BroadBand Closed,BILLTOADDRESS3,20240730002751.0,20240730000000
BB-407413939A-407413940A-2573035,20240729,3102036397,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407413939A-407413940A-3077666,20240729,3102036409,BroadBand Closed,PONUMBER,13802155441,32906.0
BB-407413939A-407413940A-3077666,20240729,3102036409,BroadBand Closed,BILLTOADDRESS3,20240730002751.0,20240730000000
BB-407413939A-407413940A-3077666,20240729,3102036409,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407401845A-407401846A-18707771,20240729,3101477817,BroadBand Closed,PONUMBER,13802116142,31773.0
BB-407401845A-407401846A-18707771,20240729,3101477817,BroadBand Closed,BILLTOADDRESS3,20240730002225.0,20240730000000
BB-407401845A-407401846A-18707771,20240729,3101477817,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407401845A-407401846A-18707841,20240729,3104817272,BroadBand Closed,PONUMBER,13802116142,31773.0
BB-407401845A-407401846A-18707841,20240729,3104817272,BroadBand Closed,BILLTOADDRESS3,20240730002225.0,20240730000000
BB-407401845A-407401846A-18707841,20240729,3104817272,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407420376A-407420377A-50031632,20240729,3097919525,BroadBand Closed,PONUMBER,13744502537,457216.0
BB-407420376A-407420377A-50031632,20240729,3097919525,BroadBand Closed,BILLTOADDRESS3,20240730002639.0,20240730000000
BB-407420376A-407420377A-50031632,20240729,3097919525,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407363764A-407363765A-18707841,20240729,3095409135,BroadBand Closed,PONUMBER,13743332515,459399.0
BB-407363764A-407363765A-18707841,20240729,3095409135,BroadBand Closed,BILLTOADDRESS3,20240730001944.0,20240730000000
BB-407363764A-407363765A-18707841,20240729,3095409135,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407595064A-407595065A-26029034,20240730,3091732870,BroadBand Closed,PONUMBER,13714753830,456712.0
BB-407595064A-407595065A-26029034,20240730,3091732870,BroadBand Closed,BILLTOADDRESS3,20240730115011.0,20240730000000
BB-407595064A-407595065A-26029034,20240730,3091732870,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407603314A-407603315A-3548605,20240730,3098441772,BroadBand Closed,PONUMBER,13787375796,461071.0
BB-407603314A-407603315A-3548605,20240730,3098441772,BroadBand Closed,BILLTOADDRESS3,20240730131037.0,20240730000000
BB-407603314A-407603315A-3548605,20240730,3098441772,BroadBand Closed,COMMENTS,Ceased Txn - BB-403583233A-403583234A-3548605-20240707-3098441772,Cessation Txn
BB-407603314A-407603315A-3548605,20240730,3098441772,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407375260A-407375261A-71152596,20240729,2862139668,BroadBand Closed,PONUMBER,13811247389,458040.0
BB-407375260A-407375261A-71152596,20240729,2862139668,BroadBand Closed,BILLTOADDRESS3,20240730002121.0,20240730000000
BB-407375260A-407375261A-71152596,20240729,2862139668,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407572077A-407572078A-2573035,20240730,3040037205,BroadBand Closed,PONUMBER,13811238182,457128.0
BB-407572077A-407572078A-2573035,20240730,3040037205,BroadBand Closed,BILLTOADDRESS3,20240730102756.0,20240730000000
BB-407572077A-407572078A-2573035,20240730,3040037205,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407572077A-407572078A-2277285,20240730,3040037211,BroadBand Closed,PONUMBER,13811238182,457128.0
BB-407572077A-407572078A-2277285,20240730,3040037211,BroadBand Closed,BILLTOADDRESS3,20240730102756.0,20240730000000
BB-407572077A-407572078A-2277285,20240730,3040037211,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407605006A-407605007A-2277285,20240730,3081258186,BroadBand Closed,PONUMBER,13623509846,456880.0
BB-407605006A-407605007A-2277285,20240730,3081258186,BroadBand Closed,BILLTOADDRESS3,20240730132608.0,20240730000000
BB-407605006A-407605007A-2277285,20240730,3081258186,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407605006A-407605007A-18655531,20240730,3081258189,BroadBand Closed,PONUMBER,13623509846,456880.0
BB-407605006A-407605007A-18655531,20240730,3081258189,BroadBand Closed,BILLTOADDRESS3,20240730132608.0,20240730000000
BB-407605006A-407605007A-18655531,20240730,3081258189,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407605006A-407605007A-71964226,20240730,3081258193,BroadBand Closed,PONUMBER,13623509846,456880.0
BB-407605006A-407605007A-71964226,20240730,3081258193,BroadBand Closed,BILLTOADDRESS3,20240730132608.0,20240730000000
BB-407605006A-407605007A-71964226,20240730,3081258193,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407574088A-407574089A-2646395,20240730,3086783765,BroadBand Closed,PONUMBER,13671958890,465603.0
BB-407574088A-407574089A-2646395,20240730,3086783765,BroadBand Closed,BILLTOADDRESS3,20240730095747.0,20240730000000
BB-407574088A-407574089A-2646395,20240730,3086783765,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-405769912A-405769915A-8872762,20240720,35248535,BroadBand Closed,PONUMBER,13811225281,455902.0
BB-405769912A-405769915A-8872762,20240720,35248535,BroadBand Closed,BILLTOADDRESS3,20240730134842.0,20240730000000
BB-405769912A-405769915A-8872762,20240720,35248535,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-405927487A-405927490A-17291351,20240721,2790094468,BroadBand Closed,PONUMBER,13811319109,465203.0
BB-405927487A-405927490A-17291351,20240721,2790094468,BroadBand Closed,BILLTOADDRESS3,20240730005616.0,20240730000000
BB-405927487A-405927490A-17291351,20240721,2790094468,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-405927487A-405927490A-18660931,20240721,2813945614,BroadBand Closed,PONUMBER,13811319109,465203.0
BB-405927487A-405927490A-18660931,20240721,2813945614,BroadBand Closed,BILLTOADDRESS3,20240730005616.0,20240730000000
BB-405927487A-405927490A-18660931,20240721,2813945614,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406261520A-406261522A-8640442,20240723,2848738962,BroadBand Closed,PONUMBER,13811301548,463456.0
BB-406261520A-406261522A-8640442,20240723,2848738962,BroadBand Closed,BILLTOADDRESS3,20240730134838.0,20240730000000
BB-406261520A-406261522A-8640442,20240723,2848738962,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406299067A-406299070A-40076712,20240723,2849343304,BroadBand Closed,PONUMBER,13811232552,456625.0
BB-406299067A-406299070A-40076712,20240723,2849343304,BroadBand Closed,BILLTOADDRESS3,20240730134839.0,20240730000000
BB-406299067A-406299070A-40076712,20240723,2849343304,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-404430883A-404430887A-8872762,20240712,2025060436,BroadBand Closed,PONUMBER,13811248583,458166.0
BB-404430883A-404430887A-8872762,20240712,2025060436,BroadBand Closed,BILLTOADDRESS3,20240730134823.0,20240730000000
BB-404430883A-404430887A-8872762,20240712,2025060436,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-404430883A-404430887A-8640442,20240712,2025060438,BroadBand Closed,PONUMBER,13811248583,458166.0
BB-404430883A-404430887A-8640442,20240712,2025060438,BroadBand Closed,BILLTOADDRESS3,20240730134823.0,20240730000000
BB-404430883A-404430887A-8640442,20240712,2025060438,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-404614063A-404614065A-8640442,20240713,2149306404,BroadBand Closed,PONUMBER,13811253990,458699.0
BB-404614063A-404614065A-8640442,20240713,2149306404,BroadBand Closed,BILLTOADDRESS3,20240730094619.0,20240730000000
BB-404614063A-404614065A-8640442,20240713,2149306404,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406280137A-406280140A-8640442,20240723,2701591063,BroadBand Closed,PONUMBER,13811267696,460055.0
BB-406280137A-406280140A-8640442,20240723,2701591063,BroadBand Closed,BILLTOADDRESS3,20240730134841.0,20240730000000
BB-406280137A-406280140A-8640442,20240723,2701591063,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406283002A-406283005A-8640442,20240723,65179076,BroadBand Closed,PONUMBER,13811309799,464266.0
BB-406283002A-406283005A-8640442,20240723,65179076,BroadBand Closed,BILLTOADDRESS3,20240730134810.0,20240730000000
BB-406283002A-406283005A-8640442,20240723,65179076,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-403726848A-403726849A-9210852,20240708,2317486026,BroadBand Closed,PONUMBER,13811308866,464180.0
BB-403726848A-403726849A-9210852,20240708,2317486026,BroadBand Closed,BILLTOADDRESS3,20240730134820.0,20240730000000
BB-403726848A-403726849A-9210852,20240708,2317486026,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406040888A-406040889A-71964226,20240722,2851853875,BroadBand Closed,PONUMBER,13811306208,463922.0
BB-406040888A-406040889A-71964226,20240722,2851853875,BroadBand Closed,BILLTOADDRESS3,20240730134815.0,20240730000000
BB-406040888A-406040889A-71964226,20240722,2851853875,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-401425011A-401425012A-9046602,20240624,2548544658,BroadBand Closed,PONUMBER,13811229736,456355.0
BB-401425011A-401425012A-9046602,20240624,2548544658,BroadBand Closed,BILLTOADDRESS3,20240730134809.0,20240730000000
BB-401425011A-401425012A-9046602,20240624,2548544658,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406040888A-406040889A-18707771,20240722,2851853869,BroadBand Closed,PONUMBER,13811306208,463922.0
BB-406040888A-406040889A-18707771,20240722,2851853869,BroadBand Closed,BILLTOADDRESS3,20240730134815.0,20240730000000
BB-406040888A-406040889A-18707771,20240722,2851853869,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-401425011A-401425012A-40076712,20240624,2889910331,BroadBand Closed,PONUMBER,13811229736,456355.0
BB-401425011A-401425012A-40076712,20240624,2889910331,BroadBand Closed,BILLTOADDRESS3,20240730134809.0,20240730000000
BB-401425011A-401425012A-40076712,20240624,2889910331,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-401425011A-401425012A-40057212,20240624,3026363736,BroadBand Closed,PONUMBER,13811229736,456355.0
BB-401425011A-401425012A-40057212,20240624,3026363736,BroadBand Closed,BILLTOADDRESS3,20240730134809.0,20240730000000
BB-401425011A-401425012A-40057212,20240624,3026363736,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406040888A-406040889A-8640442,20240722,2851851980,BroadBand Closed,PONUMBER,13811306208,463922.0
BB-406040888A-406040889A-8640442,20240722,2851851980,BroadBand Closed,BILLTOADDRESS3,20240730134815.0,20240730000000
BB-406040888A-406040889A-8640442,20240722,2851851980,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-407404533A-407404536A-9046602,20240729,94980537,BroadBand Closed,PONUMBER,13811313176,464613.0
BB-407404533A-407404536A-9046602,20240729,94980537,BroadBand Closed,BILLTOADDRESS3,20240730000444.0,20240730000000
BB-401276549A-401276552A-17291351,20240623,2832633556,BroadBand Closed,PONUMBER,13811315791,464871.0
BB-401276549A-401276552A-17291351,20240623,2832633556,BroadBand Closed,BILLTOADDRESS3,20240730120723.0,20240730000000
BB-401276549A-401276552A-17291351,20240623,2832633556,BroadBand Closed,GENERICATTRIBUTE7,SNBB Recon (Main),
BB-401276549A-401276552A-3116265,20240623,3094819316,BroadBand Closed,PRODUCTID,3115585,3116265
BB-401276549A-401276552A-3116265,20240623,3094819316,BroadBand Closed,PONUMBER,13811315791,464871.0
BB-401276549A-401276552A-3116265,20240623,3094819316,BroadBand Closed,BILLTOADDRESS3,20240730120723.0,20240730000000
BB-401276549A-401276552A-3116265,20240623,3094819316,BroadBand Closed,GENERICATTRIBUTE7,SNBB Recon (Main),
BB-401276549A-401276552A-3116265,20240623,3094819316,BroadBand Closed,GENERICATTRIBUTE20,Product ID updated based on the Bundle Order,
BB-401276549A-401276552A-3116265,20240623,3094819316,BroadBand Closed,GENERICATTRIBUTE25,17291341.0,17291351.0
BB-404748388A-404748392A-8640442,20240714,3100356662,BroadBand Closed,PONUMBER,13811235557,456891.0
BB-404748388A-404748392A-8640442,20240714,3100356662,BroadBand Closed,BILLTOADDRESS3,20240730234715.0,20240730000000
BB-404748388A-404748392A-8640442,20240714,3100356662,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription  with New Main Plan,
BB-405413635A-405413638A-3116265,20240718,3101464375,BroadBand Closed,PRODUCTID,3115585,3116265
BB-405413635A-405413638A-3116265,20240718,3101464375,BroadBand Closed,PONUMBER,13811288530,462173.0
BB-405413635A-405413638A-3116265,20240718,3101464375,BroadBand Closed,BILLTOADDRESS3,20240730190018.0,20240730000000
BB-405413635A-405413638A-3116265,20240718,3101464375,BroadBand Closed,GENERICATTRIBUTE7,SNBB New subscription (Main),
BB-405413635A-405413638A-3116265,20240718,3101464375,BroadBand Closed,GENERICATTRIBUTE20,Product ID updated based on the Bundle Order,
BB-407608869A-407608870A-2646395,20240730,3066569648,BroadBand Closed,PONUMBER,13811236382,456952.0
BB-407608869A-407608870A-2646395,20240730,3066569648,BroadBand Closed,BILLTOADDRESS3,20240730140017.0,20240730000000
BB-407608869A-407608870A-2646395,20240730,3066569648,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407594738A-407594739A-2277285,20240730,3079031573,BroadBand Closed,PONUMBER,13598725388,463946.0
BB-407594738A-407594739A-2277285,20240730,3079031573,BroadBand Closed,BILLTOADDRESS3,20240730114531.0,20240730000000
BB-407594738A-407594739A-2277285,20240730,3079031573,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407596542A-407596543A-2572995,20240730,2950373529,BroadBand Closed,PONUMBER,13811307450,464042.0
BB-407596542A-407596543A-2572995,20240730,2950373529,BroadBand Closed,BILLTOADDRESS3,20240730120346.0,20240730000000
BB-407596542A-407596543A-2572995,20240730,2950373529,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407391644A-407391645A-71506966,20240729,3040212191,BroadBand Closed,PONUMBER,13811320751,465357.0
BB-407391644A-407391645A-71506966,20240729,3040212191,BroadBand Closed,BILLTOADDRESS3,20240730162809.0,20240730000000
BB-407391644A-407391645A-71506966,20240729,3040212191,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407608869A-407608870A-71964226,20240730,3066569654,BroadBand Closed,PONUMBER,13811236382,456952.0
BB-407608869A-407608870A-71964226,20240730,3066569654,BroadBand Closed,BILLTOADDRESS3,20240730140017.0,20240730000000
BB-407608869A-407608870A-71964226,20240730,3066569654,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407629019A-407629020A-3077666,20240730,3099905699,BroadBand Closed,PONUMBER,13744169582,465330.0
BB-407629019A-407629020A-3077666,20240730,3099905699,BroadBand Closed,BILLTOADDRESS3,20240730162428.0,20240730000000
BB-407629019A-407629020A-3077666,20240730,3099905699,BroadBand Closed,COMMENTS,Ceased Txn - BB-404432441A-404432443A-3077666-20240712-3099905699,Cessation Txn
BB-407629019A-407629020A-3077666,20240730,3099905699,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407629019A-407629020A-18655531,20240730,3099905696,BroadBand Closed,PONUMBER,13744169582,465330.0
BB-407629019A-407629020A-18655531,20240730,3099905696,BroadBand Closed,BILLTOADDRESS3,20240730162428.0,20240730000000
BB-407629019A-407629020A-18655531,20240730,3099905696,BroadBand Closed,COMMENTS,Ceased Txn - BB-404432441A-404432443A-18655531-20240712-3099905696,Cessation Txn
BB-407629019A-407629020A-18655531,20240730,3099905696,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407583393A-407583394A-3622025,20240730,3097612408,BroadBand Closed,PONUMBER,13770328412,464139.0
BB-407583393A-407583394A-3622025,20240730,3097612408,BroadBand Closed,BILLTOADDRESS3,20240730104913.0,20240730000000
BB-407583393A-407583394A-3622025,20240730,3097612408,BroadBand Closed,COMMENTS,Ceased Txn - BB-403056194A-403056199A-3622025-20240704-3097612408,Cessation Txn
BB-407583393A-407583394A-3622025,20240730,3097612408,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407583393A-407583394A-2646395,20240730,3097612426,BroadBand Closed,PONUMBER,13770328412,464139.0
BB-407583393A-407583394A-2646395,20240730,3097612426,BroadBand Closed,BILLTOADDRESS3,20240730104913.0,20240730000000
BB-407583393A-407583394A-2646395,20240730,3097612426,BroadBand Closed,COMMENTS,Ceased Txn - BB-403056194A-403056199A-2646395-20240704-3097612426,Cessation Txn
BB-407583393A-407583394A-2646395,20240730,3097612426,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407583393A-407583394A-2277285,20240730,3097612427,BroadBand Closed,PONUMBER,13770328412,464139.0
BB-407583393A-407583394A-2277285,20240730,3097612427,BroadBand Closed,BILLTOADDRESS3,20240730104913.0,20240730000000
BB-407583393A-407583394A-2277285,20240730,3097612427,BroadBand Closed,COMMENTS,Ceased Txn - BB-403056194A-403056199A-2277285-20240704-3097612427,Cessation Txn
BB-407583393A-407583394A-2277285,20240730,3097612427,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407583393A-407583394A-15021551,20240730,3097612423,BroadBand Closed,PONUMBER,13770328412,464139.0
BB-407583393A-407583394A-15021551,20240730,3097612423,BroadBand Closed,BILLTOADDRESS3,20240730104913.0,20240730000000
BB-407583393A-407583394A-15021551,20240730,3097612423,BroadBand Closed,COMMENTS,Ceased Txn - BB-403056194A-403056199A-15021551-20240704-3097612423,Cessation Txn
BB-407583393A-407583394A-15021551,20240730,3097612423,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-402351829A-402351831A-3077666,20240630,3096492046,BroadBand Closed,PONUMBER,13811245618,457858.0
BB-402351829A-402351831A-3077666,20240630,3096492046,BroadBand Closed,BILLTOADDRESS3,20240730120513.0,20240730000000
BB-402351829A-402351831A-3077666,20240630,3096492046,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription  with New Main Plan,
BB-403253716A-403253719A-17291351,20240705,3097950315,BroadBand Closed,PRODUCTID,2553805,17291351
BB-403253716A-403253719A-17291351,20240705,3097950315,BroadBand Closed,PONUMBER,13811264573,459737.0
BB-403253716A-403253719A-17291351,20240705,3097950315,BroadBand Closed,BILLTOADDRESS3,20240730144556.0,20240730000000
