H|20240903 19:31:41|EPC_ProductList|   
RECORD_TYPE|PROMO_CODE|PROMO_DESCRIPTION|START_DATE|END_DATE|AUTO_IND|RANK|MODEL|BRAND|DISCOUNT|SRC|SALES_CHANNEL|TRANS
D|101516430N|$120 OFF PWP OFFER|2023-11-25T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516550N|$250 OFF PAD AIR W OPPO FIND N3|2024-08-09T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516570N|$250 S24 ULTRA ACCESSORY VOUCHER|2024-04-01T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516580N|$100 OFF GA / PORT-IN PHONE PLANS SS|2024-01-13T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516600N|$2000 OFF RRP ACCESSORIES(GXS SPECIAL)|2024-08-03T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516610N|$380 OFF PIXEL 8 PRO|2024-03-29T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516620N|$400 OFF RRP PHONES|2023-10-28T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516650N|$168 OFF HANDSET RRP PROMOTION|2024-02-24T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516660N|$200 OFF FLIP6 ENHANCED TRADE-IN (RES)|2024-07-06T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516680N|$452 OFF SAMSUNG GALAXY WATCH6 PWP|2024-08-09T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516700N|$5 OFF RRP ACCESSORIES|2024-07-13T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516770N|$46 OFF 1 YR EXT WNTY 1000 BELOW|2024-05-11T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516780N|$111 OFF 1 YR EXT WNTY 1000 ABOVE|2024-05-11T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516790N|$76 OFF 2 YR EXT WNTY 1000 BELOW|2024-05-11T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516800N|$177 OFF 2 YR EXT WNTY 1000 ABOVE|2024-05-11T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516810N|$106 OFF 3 YR EXT WNTY 1000 BELOW|2024-05-11T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516820N|$253 OFF 3 YR EXT WNTY 1000 ABOVE|2024-05-11T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516850N|$50 OFF CIS SELECTED MODEL (BTL)|2024-06-22T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516860N|$38 OFF CIS SELECTED PHONE (BTL)|2024-06-29T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516870N|$95 OFF CIS OPPO 11 SERIES PROMO|2024-07-13T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516880N|$100 OFF GALAXY UNPACKED PP (CIS)|2024-07-06T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516890N|$150 OFF CIS SELECTED MODEL (BTL)|2024-06-22T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516900N|$150 OFF CIS SELECTED PHONE (BTL)|2024-06-22T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516910N|$200 OFF CIS SELECTED PHONE (BTL)|2024-06-29T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516920N|$200 OFF FLIP6 ENHANCED TRADE-IN (CIS)|2024-07-06T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516930N|$250 OFF CIS SELECTED MODEL (BTL)|2024-06-22T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516940N|$150 OFF FOLD6 ENHANCED TRADE-IN (CIS)|2024-07-20T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516960N|$300 OFF FOLD6 ENHANCED TRADE-IN (CIS)|2024-07-06T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516970N|$350 OFF CIS SELECTED MODEL (BTL)|2024-06-22T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101516980N|$350 OFF CIS SELECTED PHONE (BTL)|2024-06-22T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101517130N|$30 OFF MOBILESWOP PROMO|2024-08-31T00:00:00|2099-12-31T23:59:59|N||*|*|*||*|*
D|101510030N|$50 OFF SIM ONLY RRP|2019-04-19T00:00:00|2999-12-31T00:00:00|N||*|*|*|DBU|*|*
D|101514650N|$100 OFF SIM Only RRP|2019-04-19T00:00:00|2999-12-31T00:00:00|N||*|*|*|DBU|*|*
D|101514420N|OLS_$100 OFF HANDSET (PORT-IN C2 N C3)|2016-01-01T00:00:00|2017-12-31T23:59:59|N||*|*|*|DBU|SS|*
D|101511860N|OLS_$0 HANDSET DISCOUNT D2D|2016-01-01T00:00:00|2018-01-24T23:59:59|N||*|*|*|DBU|SS|*
D|101513310N|$78 OFF CIS IPHONE TRADE-IN PROMO|2018-02-10T00:00:00|2018-02-16T23:59:59|N||*|*|*|CIS|SS|*
D|101513430N|ONLINE $50 OFF HANDSET|2016-01-01T00:00:00|2018-03-30T23:59:59|N||*|*|*|DBU|SS|*
D|101513430N|ONLINE $50 OFF HANDSET|2016-01-01T00:00:00|2018-03-31T23:59:59|N||*|*|*|DBU|SS|*
D|101511560N|$50 OFF CIS APPLE WATCH W NUMBERSHARE|2018-03-24T00:00:00|2018-06-08T23:59:59|N||*|*|*|CIS|SS|*
D|101511650N|$200 OFF CIS APPLE WATCH W IPHONE|2018-02-09T00:00:00|2018-06-08T23:59:59|N||*|*|*|CIS|SS|*
D|101511550N|$100 OFF CIS IPHONE 8/8P/X W FIBRE|2018-04-21T00:00:00|2018-07-20T23:25:59|N||*|*|*|CIS|SS|*
D|101513300N|$225 OFF CIS IPHONE X 256GB W INFINITY|2018-04-21T00:00:00|2018-07-20T23:25:59|N||*|*|*|CIS|SS|*
D|101513310N|$128 OFF CIS IPHONE TRADE-IN PROMO|2018-02-17T00:00:00|2018-07-20T23:25:59|N||*|*|*|CIS|SS|*
D|101513310N|$50 OFF CIS HANDSET W DATA|2018-05-31T00:00:00|2018-07-20T23:25:59|N||*|*|*|DBU|SS|*
D|101511120N|$98 OFF HUAWEI NOVA2I (GA COMBO 2)|2016-01-01T00:00:00|2018-08-03T23:59:59|N||*|*|*|DBU|SS|*
D|101511590N|$300 OFF SAMSUNG TABLET (MBB 5GB N ABV)|2016-01-01T00:00:00|2018-08-03T23:59:59|N||*|*|*|DBU|SS|*
D|101510670N|$48 OFF OPPO A73 (GA COMBO 2)|2016-01-01T00:00:00|2018-08-17T23:59:59|N||*|*|*|DBU|SS|*
D|101511060N|$200 OFF OPPO R15 PRO (GA C3 N ABV)|2016-01-01T00:00:00|2018-08-17T23:59:59|N||*|*|*|DBU|SS|*
D|101513530N|$100 OFF HANDSET (PORT-IN ON C2)|2016-01-01T00:00:00|2018-08-17T23:59:59|N||*|*|*|DBU|SS|*
D|101510090N|$200 OFF HANDSET (PORT-IN C3 N ABV)|2016-01-01T00:00:00|2018-08-24T23:59:59|N||*|*|*|DBU|SS|*
D|101514580N|$100 OFF CIS APPLE WATCH W IPHONE|2018-04-21T00:00:00|2018-08-24T23:59:59|N||*|*|*|CIS|SS|*
D|101514850N|$100 OFF SAMSUNG S8 (GA COMBO XO)|2016-01-01T00:00:00|2018-08-24T23:59:59|N||*|*|*|DBU|SS|*
D|101514860N|$20 OFF SAMSUNG S8 (GA COMBO XO)|2016-01-01T00:00:00|2018-08-24T23:59:59|N||*|*|*|DBU|SS|*
D|101511550N|$225 OFF CIS IPHONE X 256GB|2018-07-21T00:00:00|2018-08-31T23:59:59|N||*|*|*|CIS|SS|*
D|101514550N|$100 OFF CIS HANDSET W INFINITY|2018-05-31T00:00:00|2018-08-31T23:59:59|N||*|*|*|DBU|SS|*
D|101511080N|OLS_ST_UOB $100 HANDSET DISCOUNT|2016-01-01T00:00:00|2018-09-05T23:59:59|N||*|*|*|DBU|DE|*
D|101511080N|OLS_ST_UOB $100 HANDSET DISCOUNT|2016-01-01T00:00:00|2018-09-05T23:59:59|N||*|*|*|DBU|DT|*
D|101511080N|OLS_ST_UOB $100 HANDSET DISCOUNT|2016-01-01T00:00:00|2018-09-05T23:59:59|N||*|*|*|DBU|LC|*
D|101511080N|OLS_ST_UOB $100 HANDSET DISCOUNT|2016-01-01T00:00:00|2018-09-05T23:59:59|N||*|*|*|DBU|SS|*
D|101514850N|$100 OFF HANDSET (GA C3 N ABV)|2016-01-01T00:00:00|2018-09-05T23:59:59|N||*|*|*|DBU|SS|*
D|101511120N|$97 OFF HUAWEI NOVA 3I (GA COMBO 2)|2016-01-01T00:00:00|2018-09-14T23:59:59|N||*|*|*|DBU|SS|*
D|101511440N|$100 OFF SAMSUNG HANDSETS|2016-01-01T00:00:00|2018-09-16T23:59:59|N||*|*|*|DBU|SS|*
D|101510060N|$300 OFF IPHONE X (C2 N ABV W DATAX3)|2016-01-01T00:00:00|2018-09-20T23:59:59|N||*|*|*|DBU|SS|*
D|101511290N|OLS_$100 HANDSET DISCOUNT D2D|2016-01-01T00:00:00|2018-09-28T23:59:59|N||*|*|*|DBU|DE|*
D|101511290N|OLS_$100 HANDSET DISCOUNT D2D|2016-01-01T00:00:00|2018-09-28T23:59:59|N||*|*|*|DBU|DT|*
D|101511290N|OLS_$100 HANDSET DISCOUNT D2D|2016-01-01T00:00:00|2018-09-28T23:59:59|N||*|*|*|DBU|LC|*
D|101511290N|OLS_$100 HANDSET DISCOUNT D2D|2016-01-01T00:00:00|2018-09-28T23:59:59|N||*|*|*|DBU|SS|*
D|101511420N|OLS_$200 HANDSET DISCOUNT D2D|2016-01-01T00:00:00|2018-09-28T23:59:59|N||*|*|*|DBU|DE|*
D|101511420N|OLS_$200 HANDSET DISCOUNT D2D|2016-01-01T00:00:00|2018-09-28T23:59:59|N||*|*|*|DBU|DT|*
D|101511420N|OLS_$200 HANDSET DISCOUNT D2D|2016-01-01T00:00:00|2018-09-28T23:59:59|N||*|*|*|DBU|LC|*
D|101511420N|OLS_$200 HANDSET DISCOUNT D2D|2016-01-01T00:00:00|2018-09-28T23:59:59|N||*|*|*|DBU|SS|*
D|101513310N|$75 OFF CIS IPHONE X 256GB|2018-07-21T00:00:00|2018-09-28T23:59:59|N||*|*|*|CIS|SS|*
D|101510090N|$398 OFF Tab A8 W MobileShare (N9 promo)|2018-08-25T00:00:00|2018-10-05T00:00:00|N||*|*|*|MB PM|SS|*
D|101511060N|$200 OFF HANDSET (GA C3 N ABV)|2016-01-01T00:00:00|2018-10-26T23:59:59|N||*|*|*|DBU|SS|*
D|101511490N|$150 OFF HANDSET (FLASH SALE)|2016-01-01T00:00:00|2018-10-26T23:59:59|N||*|*|*|DBU|SS|*
D|101511590N|$300 OFF HANDSET (GA ON C3 N ABV)|2016-01-01T00:00:00|2018-10-26T23:59:59|N||*|*|*|DBU|SS|*
D|101511890N|$100 OFF APPLE eSIM WATCH |2018-09-06T00:00:00|2018-10-26T23:59:59|N||*|*|*|DBU|SS|*
D|101513610N|$177 OFF HANDSET (07.07 PROMO)|2016-01-01T00:00:00|2018-10-26T23:59:59|N||*|*|*|DBU|SS|*
D|101513780N|$150 OFF HANDSET (CEE N VESAK PROMO)|2016-01-01T00:00:00|2018-10-26T23:59:59|N||*|*|*|DBU|SS|*
D|101512510N|OLS_$50 OFF CIS SAMSUNG HANDSET|2016-01-01T00:00:00|2018-10-31T23:59:59|N||*|*|*|CIS|SS|*
D|101512530N|$200 OFF CIS IPHONE 8/8P/X (GA C3 N ABV)|2018-04-21T00:00:00|2018-10-31T23:59:59|N||*|*|*|CIS|SS|*
D|101513300N|$300 OFF CIS IPHONE (C2 N ABV W DATAX3)|2018-07-21T00:00:00|2018-10-31T23:59:59|N||*|*|*|CIS|SS|*
D|101514570N|$50 OFF CIS HANDSET W MOBILESHARE|2016-01-01T00:00:00|2018-10-31T23:59:59|N||*|*|*|CIS|SS|*
D|101514840N|$120 OFF OPPO R15 PRO (GA COMBO XO)|2016-01-01T00:00:00|2018-11-29T23:59:59|N||*|*|*|DBU|SS|*
D|101514860N|$50 OFF HANDSET (CI UPGRADE)|2016-01-01T00:00:00|2018-11-29T23:59:59|N||*|*|*|DBU|SS|*
D|101511060N|$100 OFF HANDSET (GA ROADSHOW)|2018-10-27T00:00:00|2018-11-30T23:59:59|N||*|*|*|DBU|SS|*
D|101511330N|$138 OFF OPPO A75 (GA ON C2)|2017-12-02T00:00:00|2018-11-30T23:59:59|N||*|*|*|DBU|SS|*
D|101511590N|$50 OFF HANDSET (ROADSHOW)|2018-10-27T00:00:00|2018-11-30T23:59:59|N||*|*|*|DBU|SS|*
D|101513530N|$100 OFF HUAWEI MATE 10 (GA C2)|2016-01-01T00:00:00|2018-11-30T23:59:59|N||*|*|*|DBU|SS|*
D|101513610N|$150 OFF HANDSET (ROADSHOW)|2018-10-27T00:00:00|2018-11-30T23:59:59|N||*|*|*|DBU|SS|*
D|101513780N|$100 OFF HANDSET (CI W UPGRADE PLAN ROADSHOW)|2018-10-27T00:00:00|2018-11-30T23:59:59|N||*|*|*|DBU|SS|*
D|101511060N|$100 OFF HANDSET (COMBO XO)|2018-12-01T00:00:00|2018-12-07T23:59:59|N||*|*|*|DBU|SS|*
D|101512950N|$58 OFF SAMSUNG J7 DUO (GA COMBO 2)|2016-01-01T00:00:00|2018-12-07T23:59:59|N||*|*|*|DBU|SS|*
D|101513230N|OLS_$30 OFF NOTE8 AND S8P|2016-01-01T00:00:00|2018-12-07T23:59:59|N||*|*|*|DBU|SS|*
D|101513270N|$148 OFF OPPO R15 (GA C3 N ABV)|2016-01-01T00:00:00|2018-12-07T23:59:59|N||*|*|*|DBU|SS|*
D|101514690N|$200 OFF SAMSUNG NOTE8 (GA ONLY)|2016-01-01T00:00:00|2018-12-07T23:59:59|N||*|*|*|DBU|SS|*
D|101514830N|$268 OFF IPHONE 8 64GB (GA COMBO XO)|2016-01-01T00:00:00|2018-12-07T23:59:59|N||*|*|*|DBU|SS|*
D|101514860N|$20 OFF ACCESSORY (NS PROMO)|2018-11-30T00:00:00|2018-12-07T23:59:59|N||*|*|*|DBU|SS|*
D|101511060N|$200 OFF HANDSET (COMBO XO)|2018-12-08T00:00:00|2019-01-11T23:59:59|N||*|*|*|DBU|SS|*
D|101513310N|CIS MOBILESWOP/APPLEMUSIC & X4 BDL@$26.90|2018-09-29T00:00:00|2019-01-11T23:59:59|N||*|*|*|CIS|SS|*
D|101514580N|$398 OFF CIS Tab A8 W MobileShare (Note9)|2018-04-21T00:00:00|2019-01-11T23:59:59|N||*|*|*|CIS|SS|*
D|101510040N|$188 OFF HANDSET W X 4 / INFINITY (GA/CI ON C3 N ABV)|2019-01-12T00:00:00|2019-01-18T23:59:59|N||*|*|*|DBU|SS|*
D|101511060N|$88 OFF HANDSET W DATA X 3 (GA/CI ON C3 N ABV)|2019-01-12T00:00:00|2019-01-18T23:59:59|N||*|*|*|DBU|SS|*
D|101511990N|$225 OFF IPHONE X 256GB|2016-01-01T00:00:00|2019-01-18T23:59:59|N||*|*|*|DBU|SS|*
D|101510920N|$50 OFF STAFF DISCOUNT|2016-01-01T00:00:00|2019-02-22T00:00:00|N||*|*|*|DBU|SS|*
D|101510090N|$398 OFF Tab A8 W MobileShare (N9 promo)|2018-10-06T00:00:00|2019-03-01T23:59:59|N||*|*|*|DBU|SS|*
D|101510160N|$170 OFF SAMSUNG NOTE9 (GA COMBO XO)|2018-09-06T00:00:00|2019-03-01T23:59:59|N||*|*|*|DBU|SS|*
D|101510360N|$200 OFF HANDSET W DATA X INFINITY|2016-01-01T00:00:00|2019-03-01T23:59:59|N||*|*|*|DBU|SS|*
D|101510680N|$198 OFF SAMSUNG TAB A (7.0")|2016-01-01T00:00:00|2019-03-01T23:59:59|N||*|*|*|DBU|SS|*
D|101511260N|$100 OFF IPHONE 6S PLUS 32GB|2016-01-01T00:00:00|2019-03-01T23:59:59|N||*|*|*|DBU|SS|*
D|101512630N|$138 OFF SAMSUNG J7 PRO (GA COMBO 2)|2016-01-01T00:00:00|2019-03-01T23:59:59|N||*|*|*|DBU|SS|*
D|101513780N|$100 OFF HANDSET (GA/CI C3 N ABV)|2018-12-01T00:00:00|2019-03-01T23:59:59|N||*|*|*|DBU|SS|*
D|101514690N|$100 OFF HANDSET (COMBO XO)|2018-12-08T00:00:00|2019-03-01T23:59:59|N||*|*|*|DBU|SS|*
D|101514890N|$50 ACCESSORIES DISCOUNT-NOTE9|2016-01-01T00:00:00|2019-03-01T23:59:59|N||*|*|*|DBU|SS|*
D|101511080N|$320 OFF SAMSUNG NOTE9 (GA COMBO XO)|2018-09-06T00:00:00|2019-03-15T23:59:59|N||*|*|*|DBU|SS|*
D|101512650N|$100 OFF NOTE9 (TRADE-IN PROMO)|2018-09-15T00:00:00|2019-03-15T23:59:59|N||*|*|*|DBU|SS|*
D|101513310N|$88 OFF CIS HANDSET W DATA X 3|2019-01-12T00:00:00|2019-03-15T23:59:59|N||*|*|*|CIS|SS|*
D|101514690N|$78 OFF HANDSEt (XO 78)|2019-03-02T00:00:00|2019-03-15T23:59:59|N||*|*|*|DBU|SS|*
D|101511120N|$98 OFF HUAWEI NOVA 3I (GA COMBO 2)|2018-09-15T00:00:00|2019-03-29T23:59:59|N||*|*|*|DBU|SS|*
D|101511150N|$235 OFF TABLET|2019-01-26T00:00:00|2019-03-29T23:59:59|N||*|*|*|DBU|SS|*
D|101514580N|$188 OFF CIS HANDSET W DATA|2019-01-12T00:00:00|2019-03-29T23:59:59|N||*|*|*|CIS|SS|*
D|101512530N|$200 OFF CIS HANDSET (PLAN UPGRADE)|2018-11-01T00:00:00|2019-03-31T23:59:59|N||*|*|*|CIS|SS|*
D|101513310N|$300 OFF CIS HANDSET NEW/PORT IN|2019-03-16T00:00:00|2019-03-31T23:59:59|N||*|*|*|CIS|SS|*
D|101513660N|$150 OFF CIS HANDSET PORT IN DISCOUNT|2016-01-01T00:00:00|2019-03-31T23:59:59|N||*|*|*|DBU|SS|*
D|101513670N|$200 OFF CIS HANDSET PORT IN DISCOUNT|2016-01-01T00:00:00|2019-03-31T23:59:59|N||*|*|*|DBU|SS|*
D|101510040N|$188 OFF HANDSET W X 4 / INFINITY|2019-01-19T00:00:00|2019-05-03T23:59:59|N||*|*|*|DBU|SS|*
D|101510670N|$50 OFF HANDSET (CI C3 N ABV)|2016-01-01T00:00:00|2019-05-03T23:59:59|N||*|*|*|DBU|SS|*
D|101511060N|$88 OFF HANDSET W DATA X 3|2019-01-19T00:00:00|2019-05-03T23:59:59|N||*|*|*|DBU|SS|*
D|101511360N|$108 OFF HANDSET (XO 108)|2019-03-02T00:00:00|2019-05-03T23:59:59|N||*|*|*|DBU|SS|*
D|101512400N|$50 OFF HANDSET W MOBILESHARE|2016-01-01T00:00:00|2019-05-03T23:59:59|N||*|*|*|DBU|SS|*
D|101513240N|$320 OFF TABLET|2019-02-16T00:00:00|2019-05-03T23:59:59|N||*|*|*|DBU|SS|*
D|101513250N|$290 OFF TABLET|2019-02-16T00:00:00|2019-05-03T23:59:59|N||*|*|*|DBU|SS|*
D|101513270N|OLS_$186 SAMSUNG J2 PRO|2018-12-08T00:00:00|2019-05-03T23:59:59|N||*|*|*|DBU|SS|*
D|101513420N|OLS_$237 OFF OPPO R15 PRO|2016-01-01T00:00:00|2019-05-03T23:59:59|N||*|*|*|DBU|SS|*
D|101514700N|$200 OFF TABLET|2019-01-26T00:00:00|2019-05-03T23:59:59|N||*|*|*|DBU|SS|*
D|101511440N|MOBILESWOP/APPLEMUSIC & X4 BDL@$26.90|2018-09-17T00:00:00|2019-05-10T23:59:59|N||*|*|*|DBU|SS|*
D|101510670N|$100 OFF HANDSET (GA/CI C3 N ABV)|2019-05-04T00:00:00|2019-05-17T23:59:59|N||*|*|*|DBU|SS|*
D|101514410N|OLS_$150 OFF HANDSET (PORT-IN C6 N C12)|2016-01-01T00:00:00|2019-05-17T23:59:59|N||*|*|*|DBU|SS|*
D|101514420N|OLS_$367 OFF PIXEL OR S9|2016-01-01T00:00:00|2019-05-17T23:59:59|N||*|*|*|DBU|SS|*
D|101514690N|$78 OFF HANDSET (XO 78)|2019-03-16T00:00:00|2019-05-17T23:59:59|N||*|*|*|DBU|SS|*
D|101510090N|$200 OFF HANDSET PORT IN DISCOUNT|2019-03-02T00:00:00|2019-05-28T23:59:59|N||*|*|*|DBU|SS|*
D|101510190N|$100 OFF APPLE WATCH W IPHONE (CWP XMAS 18)|2018-10-27T00:00:00|2019-05-28T23:59:59|N||*|*|*|DBU|SS|*
D|101511220N|$70 OFF HANDSET (GENECO PROMO)|2019-02-16T00:00:00|2019-05-28T23:59:59|N||*|*|*|DBU|SS|*
D|101512630N|$48 OFF HANDSET (XO 48)|2019-03-02T00:00:00|2019-05-28T23:59:59|N||*|*|*|DBU|SS|*
D|101514410N|$50 OFF SAMSUNG WATCH LTE|2019-05-18T00:00:00|2019-05-28T23:59:59|N||*|*|*|DBU|SS|*
D|101514840N|$30 OFF ACCESSORY (NS PROMO)|2018-11-30T00:00:00|2019-05-28T23:59:59|N||*|*|*|DBU|SS|*
D|101513270N|$100 OFF HANDSET (GA C6 N C12)|2019-05-04T00:00:00|2019-06-07T23:59:59|N||*|*|*|DBU|SS|*
D|101513420N|$50 OFF HANDSET (GA C2 N C3)|2019-05-04T00:00:00|2019-06-07T23:59:59|N||*|*|*|DBU|SS|*
D|101514430N|$100 OFF HANDSET (GA/CI C3 N ABV)|2019-05-04T00:00:00|2019-06-07T23:59:59|N||*|*|*|DBU|SS|*
D|101510160N|$50 OFF HANDSET (C2 N ABV EXCL XO PLANS)|2019-03-02T00:00:00|2019-06-14T23:59:59|N||*|*|*|DBU|SS|*
D|101512630N|$350 EARLY CI WAIVER|2019-05-29T00:00:00|2019-06-14T23:59:59|N||*|*|*|DBU|SS|*
D|101513780N|$50 OFF HANDSET WITH DATA X 3|2019-03-02T00:00:00|2019-06-14T23:59:59|N||*|*|*|DBU|SS|*
D|101510340N|$50 OFF HANDSET (GENECO 1ST YR ANNI)|2019-03-16T00:00:00|2019-06-20T23:59:59|N||*|*|*|DBU|SS|*
D|101511440N|$189 OFF OJOY A1 4G SMART WATCH|2019-05-11T00:00:00|2019-06-20T23:59:59|N||*|*|*|DBU|SS|*
D|101514700N|UOB $50 DISCOUNT|2019-05-04T00:00:00|2019-06-20T23:59:59|N||*|*|*|DBU|SS|*
D|101512630N|$298 OFF TAB A W MOBILESHARE|2019-06-15T00:00:00|2019-06-21T23:59:59|N||*|*|*|DBU|SS|*
D|101510770N|$100 OFF IPHONE 7P|2019-04-20T00:00:00|2019-06-28T23:59:59|N||*|*|*|DBU|SS|*
D|380014990N|$50 ACCESSORIES VOUCHER (N9)|2016-01-01T00:00:00|2019-06-28T23:59:59|N||*|*|*|DBU|SS|*
D|101511480N|$298 OFF IPHONE XR|2019-06-29T00:00:00|2019-07-19T23:59:59|N||*|*|*|DBU|SS|*
D|101511520N|$100 OFF IPHONE XS|2019-06-29T00:00:00|2019-07-19T23:59:59|N||*|*|*|DBU|SS|*
D|101511640N|OLS_$50 OFF CIS MOBILE RECON|2016-01-01T00:00:00|2019-07-19T23:59:59|N||*|*|*|CIS|SS|*
D|101512370N|$200 OFF SAMSUNG TV|2019-07-13T00:00:00|2019-07-19T23:59:59|N||*|*|*|DBU|SS|*
D|101514420N|$1000 OFF SAMSUNG TV|2019-05-18T00:00:00|2019-07-19T23:59:59|N||*|*|*|DBU|SS|*
D|101514690N|$1800 OFF SAMSUNG TV|2019-05-18T00:00:00|2019-07-19T23:59:59|N||*|*|*|DBU|SS|*
D|101510040N|$100 OFF HANDSET (CI C3 N ABV)|2019-05-04T00:00:00|2019-07-26T23:59:59|N||*|*|*|DBU|SS|*
D|101512640N|$250 OFF HANDSET (GA/CI C2 N ABV) |2019-07-13T00:00:00|2019-07-26T23:59:59|N||*|*|*|DBU|SS|*
D|101510090N|$100 OFF HANDSET PORT IN DISCOUNT|2019-05-29T00:00:00|2019-08-08T23:59:59|N||*|*|*|DBU|SS|*
D|101510160N|$80 OFF TABLET W MOBILESHARE|2019-06-15T00:00:00|2019-08-08T23:59:59|N||*|*|*|DBU|SS|*
D|101511080N|BTL_$200 OFF HANDSET (GA C2 N ABV)|2019-03-16T00:00:00|2019-08-08T23:59:59|N||*|*|*|DBU|SS|*
D|101511120N|$128 OFF SAMSUNG S10E (GA/CI XO 78)|2019-03-30T00:00:00|2019-08-08T23:59:59|N||*|*|*|DBU|SS|*
D|101511240N|OLS_$75 OFF IPHONE X W DATA X 3|2016-01-01T00:00:00|2019-08-08T23:59:59|N||*|*|*|DBU|SS|*
D|101511980N|$350 OFF IPHONE XS MAX|2019-06-29T00:00:00|2019-08-08T23:59:59|N||*|*|*|DBU|SS|*
D|101512370N|$100 OFF HANDSET (BTL PARTNERSHIP)|2019-07-20T00:00:00|2019-08-08T23:59:59|N||*|*|*|DBU|SS|*
D|101512400N|$50 OFF HUAWEI MATE 20 PRO (GA/CI C3 N ABV)|2019-05-04T00:00:00|2019-08-08T23:59:59|N||*|*|*|DBU|SS|*
D|101512650N|$100 OFF SAMSUNG (TRADE-IN PROMO)|2019-03-16T00:00:00|2019-08-08T23:59:59|N||*|*|*|DBU|SS|*
D|101513240N|$375 OFF IPAD MINI 256GB|2019-05-04T00:00:00|2019-08-08T23:59:59|N||*|*|*|DBU|SS|*
D|101514420N|$200 OFF HANDSET (BTL PARTNERSHIP)|2019-07-20T00:00:00|2019-08-08T23:59:59|N||*|*|*|DBU|SS|*
D|101514850N|$100 OFF HANDSET (GA C3 N ABV)|2018-09-06T00:00:00|2019-08-08T23:59:59|N||*|*|*|DBU|SS|*
D|101510090N|$200 OFF HANDSET PROMOTION|2019-08-09T00:00:00|2019-08-16T23:59:59|N||*|*|*|DBU|SS|*
D|101510360N|$100 OFF HANDSET WITH DATA X 4 OR X INFINITY|2019-03-02T00:00:00|2019-08-16T23:59:59|N||*|*|*|DBU|SS|*
D|101511150N|$40 OFF HANDSET (GENENO PROMO)|2019-03-30T00:00:00|2019-08-16T23:59:59|N||*|*|*|DBU|SS|*
D|101511650N|$350 OFF CIS AMBASSADOR (CI 12)|2018-06-09T00:00:00|2019-08-16T23:59:59|N||*|*|*|CIS|SS|*
D|101512560N|$100 OFF CIS IPAD W MOBILESHARE|2018-04-21T00:00:00|2019-08-16T23:59:59|N||*|*|*|CIS|SS|*
D|101513310N|$300 OFF CIS HANDSET NEW/PORT IN|2019-04-01T00:00:00|2019-08-16T23:59:59|N||*|*|*|CIS|SS|*
D|101514580N|$100 OFF CIS SAMSUNG (TRADE-IN PROMO)|2019-03-30T00:00:00|2019-08-16T23:59:59|N||*|*|*|CIS|SS|*
D|101511260N|$100 OFF SAMSUNG WATCH LTE|2019-03-02T00:00:00|2019-08-23T23:59:59|N||*|*|*|DBU|SS|*
D|101510670N|$199 OFF OJOY A1 4G SMART WATCH|2019-05-18T00:00:00|2019-08-30T23:59:59|N||*|*|*|DBU|SS|*
D|101510680N|$100 OFF HANDSET PROMO|2019-03-02T00:00:00|2019-08-30T23:59:59|N||*|*|*|DBU|SS|*
D|101511120N|$250 OFF HANDSET W DATA X INFINITY|2019-08-09T00:00:00|2019-08-30T23:59:59|N||*|*|*|DBU|SS|*
D|101511440N|$200 OFF HANDSET PROMO|2019-06-21T00:00:00|2019-08-30T23:59:59|N||*|*|*|DBU|SS|*
